Datetime,forecast_DA,forecast_up,forecast_down
2023-03-23 18:59:59,71.2,13.6,8.6
2023-03-23 20:00:00,71.0,12.6,5.7
2023-03-23 21:00:00,70.3,12.6,5.7
2023-03-23 21:59:59,68.3,12.6,5.7
2023-03-23 23:00:00,67.1,12.6,5.7
2023-03-24 00:00:00,59.5,6.7,8.6
2023-03-24 00:59:59,59.3,6.7,8.6
2023-03-24 02:00:00,58.3,6.7,8.6
2023-03-24 03:00:00,57.3,6.7,8.6
2023-03-24 03:59:59,55.5,10.1,6.7
2023-03-24 05:00:00,52.6,10.1,6.7
2023-03-24 06:00:00,59.1,10.1,6.7
2023-03-24 06:59:59,63.3,10.1,6.7
2023-03-24 08:00:00,47.8,43.4,42.6
2023-03-24 09:00:00,20.9,43.4,42.6
2023-03-24 09:59:59,0.0,43.4,42.6
2023-03-24 11:00:00,0.0,43.4,42.6
2023-03-24 12:00:00,0.0,66.0,64.7
2023-03-24 12:59:59,0.0,66.0,64.7
2023-03-24 14:00:00,0.0,66.0,64.7
2023-03-24 15:00:00,0.0,66.0,64.7
2023-03-24 15:59:59,0.7,13.1,15.9
2023-03-24 17:00:00,46.8,13.1,15.9
2023-03-24 18:00:00,70.8,13.1,15.9
2023-03-24 18:59:59,71.5,13.1,15.9
2023-03-24 20:00:00,76.0,13.1,12.1
2023-03-24 21:00:00,75.1,13.1,12.1
2023-03-24 21:59:59,72.8,13.1,12.1
2023-03-24 23:00:00,69.4,13.1,12.1
2023-03-25 00:00:00,61.7,13.6,8.6
2023-03-25 00:59:59,65.1,13.6,8.6
2023-03-25 02:00:00,64.2,13.6,8.6
2023-03-25 03:00:00,63.3,13.6,8.6
2023-03-25 03:59:59,74.0,18.0,13.8
2023-03-25 05:00:00,79.5,18.0,13.8
2023-03-25 06:00:00,88.9,18.0,13.8
2023-03-25 06:59:59,94.4,18.0,13.8
2023-03-25 08:00:00,76.9,42.6,41.0
2023-03-25 09:00:00,53.6,42.6,41.0
2023-03-25 09:59:59,0.0,42.6,41.0
2023-03-25 11:00:00,0.0,42.6,41.0
2023-03-25 12:00:00,0.0,66.3,58.4
2023-03-25 12:59:59,0.0,66.3,58.4
2023-03-25 14:00:00,0.0,66.3,58.4
2023-03-25 15:00:00,16.9,66.3,58.4
2023-03-25 15:59:59,45.4,13.9,9.2
2023-03-25 17:00:00,64.4,13.9,9.2
2023-03-25 18:00:00,95.4,13.9,9.2
2023-03-25 18:59:59,96.2,13.9,9.2
2023-03-25 20:00:00,94.2,7.7,11.1
2023-03-25 21:00:00,92.3,7.7,11.1
2023-03-25 21:59:59,88.8,7.7,11.1
2023-03-25 23:00:00,75.2,7.7,11.1
2023-03-26 00:00:00,64.6,8.2,14.5
2023-03-26 00:59:59,68.0,8.2,14.5
2023-03-26 02:00:00,67.2,8.2,14.5
2023-03-26 03:00:00,69.6,8.2,14.5
2023-03-26 03:59:59,89.5,14.8,4.2
2023-03-26 05:00:00,91.7,14.8,4.2
2023-03-26 06:00:00,99.2,14.8,4.2
2023-03-26 06:59:59,102.5,14.8,4.2
2023-03-26 08:00:00,82.4,16.0,24.6
2023-03-26 09:00:00,67.6,16.0,24.6
2023-03-26 09:59:59,58.8,16.0,24.6
2023-03-26 11:00:00,12.0,16.0,24.6
2023-03-26 12:00:00,15.4,36.0,43.3
2023-03-26 12:59:59,25.7,36.0,43.3
2023-03-26 14:00:00,-5.7,36.0,43.3
2023-03-26 15:00:00,47.5,36.0,43.3
2023-03-26 15:59:59,64.6,9.9,13.3
2023-03-26 17:00:00,84.6,9.9,13.3
2023-03-26 18:00:00,101.9,9.9,13.3
2023-03-26 18:59:59,106.9,9.9,13.3
2023-03-26 20:00:00,103.0,10.1,7.7
2023-03-26 21:00:00,101.0,10.1,7.7
2023-03-26 21:59:59,99.9,10.1,7.7
2023-03-26 23:00:00,92.3,10.1,7.7
2023-03-27 00:00:00,81.5,11.9,12.6
2023-03-27 00:59:59,85.2,11.9,12.6
2023-03-27 02:00:00,84.6,11.9,12.6
2023-03-27 03:00:00,84.2,11.9,12.6
2023-03-27 03:59:59,100.1,13.8,3.9
2023-03-27 05:00:00,97.4,13.8,3.9
2023-03-27 06:00:00,101.2,13.8,3.9
2023-03-27 06:59:59,105.8,13.8,3.9
2023-03-27 08:00:00,86.4,14.0,23.2
2023-03-27 09:00:00,70.8,14.0,23.2
2023-03-27 09:59:59,62.3,14.0,23.2
2023-03-27 11:00:00,33.5,14.0,23.2
2023-03-27 12:00:00,33.8,25.8,26.8
2023-03-27 12:59:59,-9.7,25.8,26.8
2023-03-27 14:00:00,-53.0,25.8,26.8
2023-03-27 15:00:00,56.3,25.8,26.8
2023-03-27 15:59:59,67.2,7.1,16.1
2023-03-27 17:00:00,88.1,7.1,16.1
2023-03-27 18:00:00,101.7,7.1,16.1
2023-03-27 18:59:59,104.2,7.1,16.1
2023-03-27 20:00:00,102.5,10.2,3.3
2023-03-27 21:00:00,101.1,10.2,3.3
2023-03-27 21:59:59,99.1,10.2,3.3
2023-03-27 23:00:00,91.1,10.2,3.3
2023-03-28 00:00:00,82.6,9.6,9.6
2023-03-28 00:59:59,85.7,9.6,9.6
2023-03-28 02:00:00,86.2,9.6,9.6
2023-03-28 03:00:00,88.2,9.6,9.6
2023-03-28 03:59:59,98.3,11.5,6.2
2023-03-28 05:00:00,97.1,11.5,6.2
2023-03-28 06:00:00,101.2,11.5,6.2
2023-03-28 06:59:59,105.0,11.5,6.2
2023-03-28 08:00:00,84.2,15.1,11.6
2023-03-28 09:00:00,74.3,15.1,11.6
2023-03-28 09:59:59,66.9,15.1,11.6
2023-03-28 11:00:00,65.3,15.1,11.6
2023-03-28 12:00:00,66.8,11.3,11.1
2023-03-28 12:59:59,70.5,11.3,11.1
2023-03-28 14:00:00,71.3,11.3,11.1
2023-03-28 15:00:00,74.8,11.3,11.1
2023-03-28 15:59:59,92.2,10.8,13.3
2023-03-28 17:00:00,99.3,10.8,13.3
2023-03-28 18:00:00,104.0,10.8,13.3
2023-03-28 18:59:59,107.3,10.8,13.3
2023-03-28 20:00:00,105.7,6.5,5.9
2023-03-28 21:00:00,104.8,6.5,5.9
2023-03-28 21:59:59,103.3,6.5,5.9
2023-03-28 23:00:00,100.5,6.5,5.9
2023-03-29 00:00:00,85.7,10.0,8.2
2023-03-29 00:59:59,87.0,10.0,8.2
2023-03-29 02:00:00,86.1,10.0,8.2
2023-03-29 03:00:00,86.9,10.0,8.2
2023-03-29 03:59:59,91.2,12.1,3.6
2023-03-29 05:00:00,88.3,12.1,3.6
2023-03-29 06:00:00,95.3,12.1,3.6
2023-03-29 06:59:59,97.3,12.1,3.6
2023-03-29 08:00:00,85.7,10.4,14.7
2023-03-29 09:00:00,78.0,10.4,14.7
2023-03-29 09:59:59,75.0,10.4,14.7
2023-03-29 11:00:00,73.0,10.4,14.7
2023-03-29 12:00:00,69.0,9.6,7.7
2023-03-29 12:59:59,72.6,9.6,7.7
2023-03-29 14:00:00,73.1,9.6,7.7
2023-03-29 15:00:00,75.2,9.6,7.7
2023-03-29 15:59:59,89.0,14.6,8.3
2023-03-29 17:00:00,100.0,14.6,8.3
2023-03-29 18:00:00,104.6,14.6,8.3
2023-03-29 18:59:59,108.6,14.6,8.3
2023-03-29 20:00:00,107.3,12.6,7.4
2023-03-29 21:00:00,106.0,12.6,7.4
2023-03-29 21:59:59,103.5,12.6,7.4
2023-03-29 23:00:00,100.7,12.6,7.4
2023-03-30 00:00:00,92.1,11.7,7.8
2023-03-30 00:59:59,95.2,11.7,7.8
2023-03-30 02:00:00,93.6,11.7,7.8
2023-03-30 03:00:00,92.7,11.7,7.8
2023-03-30 03:59:59,91.6,13.0,11.4
2023-03-30 05:00:00,87.7,13.0,11.4
2023-03-30 06:00:00,94.0,13.0,11.4
2023-03-30 06:59:59,97.4,13.0,11.4
2023-03-30 08:00:00,79.5,12.2,9.2
2023-03-30 09:00:00,75.8,12.2,9.2
2023-03-30 09:59:59,73.4,12.2,9.2
2023-03-30 11:00:00,74.4,12.2,9.2
2023-03-30 12:00:00,75.8,13.0,13.5
2023-03-30 12:59:59,76.7,13.0,13.5
2023-03-30 14:00:00,75.7,13.0,13.5
2023-03-30 15:00:00,77.3,13.0,13.5
2023-03-30 15:59:59,92.8,11.9,8.3
2023-03-30 17:00:00,97.4,11.9,8.3
2023-03-30 18:00:00,103.1,11.9,8.3
2023-03-30 18:59:59,105.4,11.9,8.3
2023-03-30 20:00:00,105.8,14.0,3.3
2023-03-30 21:00:00,104.9,14.0,3.3
2023-03-30 21:59:59,103.5,14.0,3.3
2023-03-30 23:00:00,96.8,14.0,3.3
2023-03-31 00:00:00,87.7,13.2,11.4
2023-03-31 00:59:59,90.9,13.2,11.4
2023-03-31 02:00:00,88.9,13.2,11.4
2023-03-31 03:00:00,88.0,13.2,11.4
2023-03-31 03:59:59,84.0,11.6,3.4
2023-03-31 05:00:00,87.4,11.6,3.4
2023-03-31 06:00:00,94.6,11.6,3.4
2023-03-31 06:59:59,88.1,11.6,3.4
2023-03-31 08:00:00,75.3,10.7,6.4
2023-03-31 09:00:00,67.8,10.7,6.4
2023-03-31 09:59:59,64.4,10.7,6.4
2023-03-31 11:00:00,64.7,10.7,6.4
2023-03-31 12:00:00,66.1,6.6,12.3
2023-03-31 12:59:59,64.9,6.6,12.3
2023-03-31 14:00:00,66.1,6.6,12.3
2023-03-31 15:00:00,66.0,6.6,12.3
2023-03-31 15:59:59,70.3,12.9,3.4
2023-03-31 17:00:00,89.7,12.9,3.4
2023-03-31 18:00:00,99.7,12.9,3.4
2023-03-31 18:59:59,100.3,12.9,3.4
2023-03-31 20:00:00,100.2,6.5,9.6
2023-03-31 21:00:00,98.8,6.5,9.6
2023-03-31 21:59:59,95.2,6.5,9.6
2023-03-31 23:00:00,96.3,6.5,9.6
2023-04-01 00:00:00,89.0,12.8,8.5
2023-04-01 00:59:59,88.0,12.8,8.5
2023-04-01 02:00:00,87.0,12.8,8.5
2023-04-01 03:00:00,87.3,12.8,8.5
2023-04-01 03:59:59,87.3,8.7,10.6
2023-04-01 05:00:00,91.1,8.7,10.6
2023-04-01 06:00:00,97.0,8.7,10.6
2023-04-01 06:59:59,92.0,8.7,10.6
2023-04-01 08:00:00,69.0,28.7,35.7
2023-04-01 09:00:00,61.5,28.7,35.7
2023-04-01 09:59:59,37.3,28.7,35.7
2023-04-01 11:00:00,0.0,28.7,35.7
2023-04-01 12:00:00,-0.7,51.5,57.1
2023-04-01 12:59:59,-1.9,51.5,57.1
2023-04-01 14:00:00,-85.3,51.5,57.1
2023-04-01 15:00:00,-2.9,51.5,57.1
2023-04-01 15:59:59,-6.2,13.7,8.4
2023-04-01 17:00:00,-2.3,13.7,8.4
2023-04-01 18:00:00,94.0,13.7,8.4
2023-04-01 18:59:59,98.7,13.7,8.4
2023-04-01 20:00:00,102.8,13.6,8.3
2023-04-01 21:00:00,101.4,13.6,8.3
2023-04-01 21:59:59,96.9,13.6,8.3
2023-04-01 23:00:00,88.7,13.6,8.3
2023-04-02 00:00:00,87.3,7.9,9.2
2023-04-02 00:59:59,84.2,7.9,9.2
2023-04-02 02:00:00,85.4,7.9,9.2
2023-04-02 03:00:00,86.6,7.9,9.2
2023-04-02 03:59:59,101.7,22.0,13.4
2023-04-02 05:00:00,111.4,22.0,13.4
2023-04-02 06:00:00,121.1,22.0,13.4
2023-04-02 06:59:59,112.8,22.0,13.4
2023-04-02 08:00:00,87.3,15.2,11.7
2023-04-02 09:00:00,71.9,15.2,11.7
2023-04-02 09:59:59,67.3,15.2,11.7
2023-04-02 11:00:00,61.0,15.2,11.7
2023-04-02 12:00:00,55.8,17.1,21.1
2023-04-02 12:59:59,57.4,17.1,21.1
2023-04-02 14:00:00,60.6,17.1,21.1
2023-04-02 15:00:00,63.0,17.1,21.1
2023-04-02 15:59:59,70.1,3.0,8.2
2023-04-02 17:00:00,94.8,3.0,8.2
2023-04-02 18:00:00,104.3,3.0,8.2
2023-04-02 18:59:59,104.1,3.0,8.2
2023-04-02 20:00:00,103.0,10.9,7.8
2023-04-02 21:00:00,101.3,10.9,7.8
2023-04-02 21:59:59,96.7,10.9,7.8
2023-04-02 23:00:00,92.3,10.9,7.8
2023-04-03 00:00:00,85.1,12.9,5.4
2023-04-03 00:59:59,82.4,12.9,5.4
2023-04-03 02:00:00,83.3,12.9,5.4
2023-04-03 03:00:00,84.9,12.9,5.4
2023-04-03 03:59:59,97.5,12.7,9.9
2023-04-03 05:00:00,104.4,12.7,9.9
2023-04-03 06:00:00,109.8,12.7,9.9
2023-04-03 06:59:59,108.6,12.7,9.9
2023-04-03 08:00:00,88.0,7.7,13.8
2023-04-03 09:00:00,73.0,7.7,13.8
2023-04-03 09:59:59,69.8,7.7,13.8
2023-04-03 11:00:00,68.4,7.7,13.8
2023-04-03 12:00:00,64.4,13.7,18.1
2023-04-03 12:59:59,63.8,13.7,18.1
2023-04-03 14:00:00,66.0,13.7,18.1
2023-04-03 15:00:00,67.0,13.7,18.1
2023-04-03 15:59:59,69.8,13.3,9.7
2023-04-03 17:00:00,91.1,13.3,9.7
2023-04-03 18:00:00,101.9,13.3,9.7
2023-04-03 18:59:59,103.1,13.3,9.7
2023-04-03 20:00:00,99.0,8.1,9.2
2023-04-03 21:00:00,97.9,8.1,9.2
2023-04-03 21:59:59,94.7,8.1,9.2
2023-04-03 23:00:00,87.9,8.1,9.2
2023-04-04 00:00:00,83.5,8.2,3.7
2023-04-04 00:59:59,78.8,8.2,3.7
2023-04-04 02:00:00,80.0,8.2,3.7
2023-04-04 03:00:00,81.0,8.2,3.7
2023-04-04 03:59:59,97.2,15.2,5.3
2023-04-04 05:00:00,103.7,15.2,5.3
2023-04-04 06:00:00,109.3,15.2,5.3
2023-04-04 06:59:59,107.7,15.2,5.3
2023-04-04 08:00:00,90.0,14.7,13.2
2023-04-04 09:00:00,72.0,14.7,13.2
2023-04-04 09:59:59,70.6,14.7,13.2
2023-04-04 11:00:00,63.7,14.7,13.2
2023-04-04 12:00:00,60.3,11.4,13.2
2023-04-04 12:59:59,59.5,11.4,13.2
2023-04-04 14:00:00,62.5,11.4,13.2
2023-04-04 15:00:00,64.9,11.4,13.2
2023-04-04 15:59:59,74.0,12.6,7.1
2023-04-04 17:00:00,95.2,12.6,7.1
2023-04-04 18:00:00,104.6,12.6,7.1
2023-04-04 18:59:59,104.7,12.6,7.1
2023-04-04 20:00:00,99.8,11.7,4.0
2023-04-04 21:00:00,97.2,11.7,4.0
2023-04-04 21:59:59,90.3,11.7,4.0
2023-04-04 23:00:00,87.9,11.7,4.0
2023-04-05 00:00:00,83.4,13.5,12.3
2023-04-05 00:59:59,83.1,13.5,12.3
2023-04-05 02:00:00,82.9,13.5,12.3
2023-04-05 03:00:00,86.1,13.5,12.3
2023-04-05 03:59:59,99.8,8.9,8.2
2023-04-05 05:00:00,104.1,8.9,8.2
2023-04-05 06:00:00,109.5,8.9,8.2
2023-04-05 06:59:59,111.1,8.9,8.2
2023-04-05 08:00:00,101.7,5.4,5.7
2023-04-05 09:00:00,98.3,5.4,5.7
2023-04-05 09:59:59,95.1,5.4,5.7
2023-04-05 11:00:00,93.4,5.4,5.7
2023-04-05 12:00:00,90.8,9.1,5.6
2023-04-05 12:59:59,89.9,9.1,5.6
2023-04-05 14:00:00,86.9,9.1,5.6
2023-04-05 15:00:00,89.3,9.1,5.6
2023-04-05 15:59:59,96.1,8.1,3.4
2023-04-05 17:00:00,104.1,8.1,3.4
2023-04-05 18:00:00,107.2,8.1,3.4
2023-04-05 18:59:59,106.9,8.1,3.4
2023-04-05 20:00:00,105.8,10.1,7.4
2023-04-05 21:00:00,104.0,10.1,7.4
2023-04-05 21:59:59,101.1,10.1,7.4
2023-04-05 23:00:00,98.4,10.1,7.4
2023-04-06 00:00:00,90.0,13.3,6.9
2023-04-06 00:59:59,88.9,13.3,6.9
2023-04-06 02:00:00,86.8,13.3,6.9
2023-04-06 03:00:00,87.1,13.3,6.9
2023-04-06 03:59:59,92.5,12.6,8.9
2023-04-06 05:00:00,99.8,12.6,8.9
2023-04-06 06:00:00,105.5,12.6,8.9
2023-04-06 06:59:59,103.5,12.6,8.9
2023-04-06 08:00:00,89.4,8.4,5.5
2023-04-06 09:00:00,82.0,8.4,5.5
2023-04-06 09:59:59,76.8,8.4,5.5
2023-04-06 11:00:00,75.8,8.4,5.5
2023-04-06 12:00:00,72.2,9.2,16.5
2023-04-06 12:59:59,71.8,9.2,16.5
2023-04-06 14:00:00,73.6,9.2,16.5
2023-04-06 15:00:00,74.0,9.2,16.5
2023-04-06 15:59:59,87.4,10.1,4.1
2023-04-06 17:00:00,100.1,10.1,4.1
2023-04-06 18:00:00,104.7,10.1,4.1
2023-04-06 18:59:59,105.8,10.1,4.1
2023-04-06 20:00:00,106.0,13.5,8.8
2023-04-06 21:00:00,102.7,13.5,8.8
2023-04-06 21:59:59,99.9,13.5,8.8
2023-04-06 23:00:00,100.9,13.5,8.8
2023-04-07 00:00:00,90.3,13.1,4.0
2023-04-07 00:59:59,89.0,13.1,4.0
2023-04-07 02:00:00,88.0,13.1,4.0
2023-04-07 03:00:00,87.1,13.1,4.0
2023-04-07 03:59:59,83.7,13.1,4.3
2023-04-07 05:00:00,87.9,13.1,4.3
2023-04-07 06:00:00,92.7,13.1,4.3
2023-04-07 06:59:59,88.4,13.1,4.3
2023-04-07 08:00:00,72.7,23.1,22.2
2023-04-07 09:00:00,65.2,23.1,22.2
2023-04-07 09:59:59,56.9,23.1,22.2
2023-04-07 11:00:00,26.7,23.1,22.2
2023-04-07 12:00:00,20.0,47.3,39.6
2023-04-07 12:59:59,25.2,47.3,39.6
2023-04-07 14:00:00,33.1,47.3,39.6
2023-04-07 15:00:00,39.3,47.3,39.6
2023-04-07 15:59:59,65.8,13.8,10.0
2023-04-07 17:00:00,84.4,13.8,10.0
2023-04-07 18:00:00,97.8,13.8,10.0
2023-04-07 18:59:59,104.7,13.8,10.0
2023-04-07 20:00:00,104.5,10.7,5.6
2023-04-07 21:00:00,102.3,10.7,5.6
2023-04-07 21:59:59,99.5,10.7,5.6
2023-04-07 23:00:00,94.4,10.7,5.6
2023-04-08 00:00:00,87.5,6.7,11.1
2023-04-08 00:59:59,85.9,6.7,11.1
2023-04-08 02:00:00,87.0,6.7,11.1
2023-04-08 03:00:00,88.2,6.7,11.1
2023-04-08 03:59:59,109.2,23.1,8.1
2023-04-08 05:00:00,116.4,23.1,8.1
2023-04-08 06:00:00,123.9,23.1,8.1
2023-04-08 06:59:59,120.0,23.1,8.1
2023-04-08 08:00:00,92.6,8.7,15.1
2023-04-08 09:00:00,77.4,8.7,15.1
2023-04-08 09:59:59,69.2,8.7,15.1
2023-04-08 11:00:00,61.8,8.7,15.1
2023-04-08 12:00:00,60.9,9.4,16.2
2023-04-08 12:59:59,63.3,9.4,16.2
2023-04-08 14:00:00,66.8,9.4,16.2
2023-04-08 15:00:00,69.7,9.4,16.2
2023-04-08 15:59:59,94.2,12.6,14.2
2023-04-08 17:00:00,101.4,12.6,14.2
2023-04-08 18:00:00,106.7,12.6,14.2
2023-04-08 18:59:59,106.3,12.6,14.2
2023-04-08 20:00:00,101.2,13.0,12.3
2023-04-08 21:00:00,90.2,13.0,12.3
2023-04-08 21:59:59,84.1,13.0,12.3
2023-04-08 23:00:00,71.4,13.0,12.3
2023-04-09 00:00:00,74.6,11.8,6.3
2023-04-09 00:59:59,73.9,11.8,6.3
2023-04-09 02:00:00,73.1,11.8,6.3
2023-04-09 03:00:00,72.7,11.8,6.3
2023-04-09 03:59:59,90.7,13.0,14.3
2023-04-09 05:00:00,97.8,13.0,14.3
2023-04-09 06:00:00,102.3,13.0,14.3
2023-04-09 06:59:59,99.3,13.0,14.3
2023-04-09 08:00:00,79.0,13.6,10.5
2023-04-09 09:00:00,63.5,13.6,10.5
2023-04-09 09:59:59,55.3,13.6,10.5
2023-04-09 11:00:00,55.1,13.6,10.5
2023-04-09 12:00:00,58.7,13.9,15.9
2023-04-09 12:59:59,60.0,13.9,15.9
2023-04-09 14:00:00,63.0,13.9,15.9
2023-04-09 15:00:00,67.8,13.9,15.9
2023-04-09 15:59:59,83.0,5.2,4.7
2023-04-09 17:00:00,94.6,5.2,4.7
2023-04-09 18:00:00,100.7,5.2,4.7
2023-04-09 18:59:59,99.9,5.2,4.7
2023-04-09 20:00:00,87.1,12.5,12.7
2023-04-09 21:00:00,81.6,12.5,12.7
2023-04-09 21:59:59,75.4,12.5,12.7
2023-04-09 23:00:00,78.5,12.5,12.7
2023-04-10 00:00:00,74.2,12.4,13.7
2023-04-10 00:59:59,73.2,12.4,13.7
2023-04-10 02:00:00,73.4,12.4,13.7
2023-04-10 03:00:00,74.2,12.4,13.7
2023-04-10 03:59:59,91.3,3.8,10.2
2023-04-10 05:00:00,101.2,3.8,10.2
2023-04-10 06:00:00,106.3,3.8,10.2
2023-04-10 06:59:59,108.0,3.8,10.2
2023-04-10 08:00:00,90.2,13.9,4.1
2023-04-10 09:00:00,84.5,13.9,4.1
2023-04-10 09:59:59,76.9,13.9,4.1
2023-04-10 11:00:00,74.2,13.9,4.1
2023-04-10 12:00:00,72.0,4.9,12.6
2023-04-10 12:59:59,71.2,4.9,12.6
2023-04-10 14:00:00,72.7,4.9,12.6
2023-04-10 15:00:00,73.4,4.9,12.6
2023-04-10 15:59:59,81.5,12.1,4.3
2023-04-10 17:00:00,102.2,12.1,4.3
2023-04-10 18:00:00,106.7,12.1,4.3
2023-04-10 18:59:59,107.7,12.1,4.3
2023-04-10 20:00:00,106.2,8.9,3.9
2023-04-10 21:00:00,103.4,8.9,3.9
2023-04-10 21:59:59,96.0,8.9,3.9
2023-04-10 23:00:00,89.1,8.9,3.9
2023-04-11 00:00:00,86.8,6.9,12.2
2023-04-11 00:59:59,84.4,6.9,12.2
2023-04-11 02:00:00,84.2,6.9,12.2
2023-04-11 03:00:00,84.2,6.9,12.2
2023-04-11 03:59:59,99.2,7.3,4.0
2023-04-11 05:00:00,102.9,7.3,4.0
2023-04-11 06:00:00,107.8,7.3,4.0
2023-04-11 06:59:59,109.5,7.3,4.0
2023-04-11 08:00:00,83.7,4.0,10.0
2023-04-11 09:00:00,76.7,4.0,10.0
2023-04-11 09:59:59,74.2,4.0,10.0
2023-04-11 11:00:00,73.5,4.0,10.0
2023-04-11 12:00:00,71.8,9.6,7.7
2023-04-11 12:59:59,71.8,9.6,7.7
2023-04-11 14:00:00,73.3,9.6,7.7
2023-04-11 15:00:00,74.0,9.6,7.7
2023-04-11 15:59:59,86.6,5.5,6.3
2023-04-11 17:00:00,102.1,5.5,6.3
2023-04-11 18:00:00,106.2,5.5,6.3
2023-04-11 18:59:59,106.9,5.5,6.3
2023-04-11 20:00:00,104.6,11.2,7.2
2023-04-11 21:00:00,101.7,11.2,7.2
2023-04-11 21:59:59,95.7,11.2,7.2
2023-04-11 23:00:00,96.8,11.2,7.2
2023-04-12 00:00:00,86.1,10.0,8.9
2023-04-12 00:59:59,85.2,10.0,8.9
2023-04-12 02:00:00,84.2,10.0,8.9
2023-04-12 03:00:00,83.4,10.0,8.9
2023-04-12 03:59:59,99.4,5.8,12.9
2023-04-12 05:00:00,103.3,5.8,12.9
2023-04-12 06:00:00,108.8,5.8,12.9
2023-04-12 06:59:59,109.8,5.8,12.9
2023-04-12 08:00:00,88.5,13.8,11.6
2023-04-12 09:00:00,79.1,13.8,11.6
2023-04-12 09:59:59,65.9,13.8,11.6
2023-04-12 11:00:00,65.2,13.8,11.6
2023-04-12 12:00:00,63.0,13.2,4.9
2023-04-12 12:59:59,61.7,13.2,4.9
2023-04-12 14:00:00,63.4,13.2,4.9
2023-04-12 15:00:00,64.4,13.2,4.9
2023-04-12 15:59:59,72.8,11.4,9.1
2023-04-12 17:00:00,95.4,11.4,9.1
2023-04-12 18:00:00,102.0,11.4,9.1
2023-04-12 18:59:59,103.4,11.4,9.1
2023-04-12 20:00:00,98.8,13.5,4.1
2023-04-12 21:00:00,95.3,13.5,4.1
2023-04-12 21:59:59,85.0,13.5,4.1
2023-04-12 23:00:00,78.4,13.5,4.1
2023-04-13 00:00:00,76.0,11.8,10.7
2023-04-13 00:59:59,71.3,11.8,10.7
2023-04-13 02:00:00,70.3,11.8,10.7
2023-04-13 03:00:00,69.4,11.8,10.7
2023-04-13 03:59:59,71.8,8.4,10.0
2023-04-13 05:00:00,76.8,8.4,10.0
2023-04-13 06:00:00,85.4,8.4,10.0
2023-04-13 06:59:59,79.5,8.4,10.0
2023-04-13 08:00:00,54.9,23.0,15.4
2023-04-13 09:00:00,34.9,23.0,15.4
2023-04-13 09:59:59,27.5,23.0,15.4
2023-04-13 11:00:00,44.2,23.0,15.4
2023-04-13 12:00:00,22.1,35.9,27.0
2023-04-13 12:59:59,22.5,35.9,27.0
2023-04-13 14:00:00,30.7,35.9,27.0
2023-04-13 15:00:00,36.9,35.9,27.0
2023-04-13 15:59:59,42.2,17.9,14.8
2023-04-13 17:00:00,73.8,17.9,14.8
2023-04-13 18:00:00,95.3,17.9,14.8
2023-04-13 18:59:59,104.7,17.9,14.8
2023-04-13 20:00:00,110.6,22.9,3.9
2023-04-13 21:00:00,106.3,22.9,3.9
2023-04-13 21:59:59,89.7,22.9,3.9
2023-04-13 23:00:00,81.0,22.9,3.9
2023-04-14 00:00:00,74.1,8.8,8.3
2023-04-14 00:59:59,70.3,8.8,8.3
2023-04-14 02:00:00,66.4,8.8,8.3
2023-04-14 03:00:00,65.3,8.8,8.3
2023-04-14 03:59:59,54.7,12.9,5.8
2023-04-14 05:00:00,61.3,12.9,5.8
2023-04-14 06:00:00,65.8,12.9,5.8
2023-04-14 06:59:59,58.7,12.9,5.8
2023-04-14 08:00:00,34.8,35.2,30.6
2023-04-14 09:00:00,17.7,35.2,30.6
2023-04-14 09:59:59,0.0,35.2,30.6
2023-04-14 11:00:00,0.0,35.2,30.6
2023-04-14 12:00:00,-0.6,48.6,47.3
2023-04-14 12:59:59,-0.6,48.6,47.3
2023-04-14 14:00:00,0.0,48.6,47.3
2023-04-14 15:00:00,0.0,48.6,47.3
2023-04-14 15:59:59,9.0,10.5,20.0
2023-04-14 17:00:00,38.5,10.5,20.0
2023-04-14 18:00:00,58.3,10.5,20.0
2023-04-14 18:59:59,67.3,10.5,20.0
2023-04-14 20:00:00,57.2,12.6,7.9
2023-04-14 21:00:00,46.7,12.6,7.9
2023-04-14 21:59:59,30.1,12.6,7.9
2023-04-14 23:00:00,28.4,12.6,7.9
2023-04-15 00:00:00,24.5,13.9,19.9
2023-04-15 00:59:59,24.3,13.9,19.9
2023-04-15 02:00:00,30.7,13.9,19.9
2023-04-15 03:00:00,31.9,13.9,19.9
2023-04-15 03:59:59,46.9,23.3,21.5
2023-04-15 05:00:00,77.1,23.3,21.5
2023-04-15 06:00:00,99.0,23.3,21.5
2023-04-15 06:59:59,61.2,23.3,21.5
2023-04-15 08:00:00,34.2,28.1,35.3
2023-04-15 09:00:00,19.7,28.1,35.3
2023-04-15 09:59:59,0.0,28.1,35.3
2023-04-15 11:00:00,0.0,28.1,35.3
2023-04-15 12:00:00,0.0,24.9,26.2
2023-04-15 12:59:59,3.7,24.9,26.2
2023-04-15 14:00:00,18.2,24.9,26.2
2023-04-15 15:00:00,31.6,24.9,26.2
2023-04-15 15:59:59,67.7,14.7,10.6
2023-04-15 17:00:00,91.8,14.7,10.6
2023-04-15 18:00:00,108.1,14.7,10.6
2023-04-15 18:59:59,110.0,14.7,10.6
2023-04-15 20:00:00,96.1,13.1,5.3
2023-04-15 21:00:00,94.6,13.1,5.3
2023-04-15 21:59:59,87.7,13.1,5.3
2023-04-15 23:00:00,88.7,13.1,5.3
2023-04-16 00:00:00,82.4,11.6,13.3
